学校名称,学校标识码,主管部门,所在地,办学层次,备注,en-name(baidu),en-name(youdao)
河南城建学院,4141011765,河南省,平顶山市,本科,,Henan University of Urban Construction,Henan institute of urban construction
河南警察学院,4141011788,河南省,郑州市,本科,,Henan Police College,Henan police academy
黄河科技学院,4141011834,河南省教育厅,郑州市,本科,民办,Huanghe Science and Technology College,The Yellow River institute of science and technology
铁道警察学院,4141012735,公安部,郑州市,本科,,Railway Police College,Railway police academy
郑州科技学院,4141012746,河南省教育厅,郑州市,本科,民办,Zhengzhou Institute of Science and Technology,Zhengzhou institute of technology
郑州工业应用技术学院,4141012747,河南省教育厅,郑州市,本科,民办,Zhengzhou Institute of Industrial Applied Technology,Zhengzhou institute of technology in industrial application
郑州师范学院,4141012949,河南省,郑州市,本科,,zhengzhou normal university,Zhengzhou normal university
郑州财经学院,4141013497,河南省教育厅,郑州市,本科,民办,Zhengzhou Institute of Finance and Economics,Zhengzhou institute of finance and economics
黄河交通学院,4141013498,河南省教育厅,焦作市,本科,民办,Yellow River Transportation College,The Yellow River institute of transportation
商丘工学院,4141013500,河南省教育厅,商丘市,本科,民办,Shangqiu Institute of Technology,Shangqiu institute of technology
河南大学民生学院,4141013501,河南省教育厅,开封市,本科,民办,Henan University Minsheng College,Henan university institute of the people's livelihood
河南师范大学新联学院,4141013502,河南省教育厅,郑州市,本科,民办,Xinlian College of Henan Normal University,Henan normal university and college
信阳学院,4141013503,河南省教育厅,信阳市,本科,民办,Xinyang College,Xinyang college
安阳学院,4141013504,河南省教育厅,安阳市,本科,民办,Anyang College,Anyang institute
新乡医学院三全学院,4141013505,河南省教育厅,新乡市,本科,民办,Sanquan Medical College,Three full college xinxiang medical college
河南科技学院新科学院,4141013506,河南省教育厅,新乡市,本科,民办,"New Academy of Sciences, Henan University of Science and Technology",Henan new academy of sciences institute of technology
郑州工商学院,4141013507,河南省教育厅,郑州市,本科,民办,Zhengzhou Business College,Industrial and commercial college of zhengzhou
中原工学院信息商务学院,4141013508,河南省教育厅,郑州市,本科,民办,"School of Information Business, Zhongyuan Institute of Technology",Zhongyuan institute of technology information institute of business
商丘学院,4141014003,河南省教育厅,商丘市,本科,民办,Shangqiu College,Shangqiu institute
郑州成功财经学院,4141014040,河南省教育厅,郑州市,本科,民办,Zhengzhou Successful College of Finance and Economics,Zhengzhou finance and economics college success
郑州升达经贸管理学院,4141014333,河南省教育厅,郑州市,本科,民办,Zhengzhou Shengda College of Economics and Trade Management,Zhengzhou shengda economic management college
河南职业技术学院,4141010824,河南省,郑州市,专科,,Henan Vocational and Technical College,Henan vocational and technical college
漯河职业技术学院,4141010835,河南省,漯河市,专科,,LuoHe Vocational Technology College,Luohe vocational and technical college
三门峡职业技术学院,4141010842,河南省,三门峡市,专科,,Sanmenxia Vocational and Technical College,Sanmenxia vocational and technical college
郑州铁路职业技术学院,4141010843,河南省,郑州市,专科,,Zhengzhou Railway Vocational and Technical College,Zhengzhou railway vocational and technical college
开封大学,4141011069,河南省,开封市,专科,,kaifeng university,Kaifeng university
焦作大学,4141011522,河南省,焦作市,专科,,jiaozuo university,Jiaozuo university
濮阳职业技术学院,4141011787,河南省,濮阳市,专科,,Puyang Vocational and Technical College,Puyang vocational and technical college
郑州电力高等专科学校,4141011828,河南省,郑州市,专科,,Zhengzhou Electric Power College,Zhengzhou electric power college
黄河水利职业技术学院,4141012058,河南省,开封市,专科,,yellow river conservancy technical institute,The Yellow River water conservancy vocational and technical college
许昌职业技术学院,4141012067,河南省,许昌市,专科,,Xuchang Vocational and Technical College,Xuchang vocational and technical college
河南工业和信息化职业学院,4141012581,河南省,焦作市,专科,,Henan Vocational College of Industry and Information Technology,Henan industry and information technology professional college
河南水利与环境职业学院,4141012582,河南省,郑州市,专科,,Henan Vocational College of Water Conservancy and Environment,Henan water conservancy vocational college with the environment
商丘职业技术学院,4141012745,河南省,商丘市,专科,,Shangqiu Professional Training College,Shangqiu vocational and technical college
平顶山工业职业技术学院,4141012748,河南省,平顶山市,专科,,Pingdingshan Industrial Vocational and Technical College,Pingdingshan industry professional technology institute
周口职业技术学院,4141012750,河南省,周口市,专科,,Zhoukou vocational and technical college,Zhoukou vocational and technical college
济源职业技术学院,4141012768,河南省,济源市,专科,,Jiyuan Vocational and Technical College,Jiyuan vocational and technical college
河南司法警官职业学院,4141012781,河南省,郑州市,专科,,Henan Vocational College of Judicial Police Officers,Henan judicial police vocational college
鹤壁职业技术学院,4141012793,河南省,鹤壁市,专科,,hebi college of vocation and technology,Hebi vocational and technical college
河南工业职业技术学院,4141012794,河南省,南阳市,专科,,henan polytechnic institute,Henan industrial vocational and technical college
郑州澍青医学高等专科学校,4141012948,河南省教育厅,郑州市,专科,民办,Zhengzhou Shuqing Medical College,Zhengzhou Shu green medical college
焦作师范高等专科学校,4141012950,河南省,焦作市,专科,,jiaozuo teachers college,Jiaozuo normal college
河南检察职业学院,4141013499,河南省,郑州市,专科,,henan procuratorial vocational college,Henan procuratorial vocational college
河南质量工程职业学院,4141013564,河南省,平顶山市,专科,,Henan Quality Polytechnic,Henan quality engineering vocational college
郑州信息科技职业学院,4141013565,河南省,郑州市,专科,,zhengzhou vocational university of information and technology,Zhengzhou information science and technology vocational college
漯河医学高等专科学校,4141013780,河南省,漯河市,专科,,Luohe Medical College,Luohe medical college
南阳医学高等专科学校,4141013781,河南省,南阳市,专科,,Nanyang Medical College,Nanyang medical college
商丘医学高等专科学校,4141013782,河南省,商丘市,专科,,shangqiu medical college,Shangqiu medical college
郑州电子信息职业技术学院,4141013783,河南省教育厅,郑州市,专科,民办,Zhengzhou Electronic Information Vocational and Technical College,Zhengzhou electronic information vocational technology college
信阳职业技术学院,4141013784,河南省,信阳市,专科,,Xinyang Vocational and Technical College,Xinyang vocational and technical college
嵩山少林武术职业学院,4141013785,河南省教育厅,郑州市,专科,民办,Songshan Shaolin Wushu Vocational College,Songshan shaolin martial arts vocational college
郑州工业安全职业学院,4141013786,河南省,郑州市,专科,,zhengzhou vocational college of industrial safety,Zhengzhou industrial safety vocational college
永城职业学院,4141013787,河南省,商丘市,专科,,Yongcheng Vocational College,City always vocational college
河南经贸职业学院,4141013788,河南省,郑州市,专科,,Henan Economy and Trade Vocational College,Henan economic and trade vocational college
河南交通职业技术学院,4141013789,河南省,郑州市,专科,,Henan Communication Vocational Technology College,Henan traffic vocational and technical college
河南农业职业学院,4141013790,河南省,郑州市,专科,,Henan vocational college of agriculture,Henan agricultural vocational college
郑州旅游职业学院,4141013791,河南省,郑州市,专科,,Zhengzhou Vocational College of Tourism,Zhengzhou tourism vocational college
